text,label
Anyone know where I can watch the Floyd Mayweather vs Andre Berto fight Saturday in San Marcos? #TXST ,1
I want this day to end fast bc Nash is posting his video with Skylynn tomorrow IM SO EXCITED @user ,2
Asif I just got sacked by Everton for coming 6th reaching FA cup final and winning the Europa league #Mad ,0
@user 1 & half eps. 1st was proper debate. Next ep did my best Keith Richards impression with the TV. Neighbours gave 10\u2019s for distance ,1
@user Friday\u2019s the main day!!!! Knicks vs Heat ,2
"""You've just flushed your life down the toilet, Taker. This Sunday, Brock Lesnar will fucking kill you!"" ",0
#DailyDouble reminder! Liam's on a Friday night double @ 11/4. Get it here &gt;&gt;&gt;http://t.co/puba8PjJbn ,1
RT @user #rungeordierun Should be given a HEROS welcome at the Arsenal game on Saturday.@nufcfans @user ,2
"@user """"""""and I waslike OMIGOD! FIRE! And then I waslike OMIGOD? You know? FIRE? And I was likeAH MAY ZING you know..hang on? texting"""""""""" ",0
Be on the lookout for LMD's table and banner at the Comcast Center this Friday for the Terps exhibition game! #LMD ,1
Kanye West sent Taylor Swift flowers. That must be his 1st political move.. Taylor can really help him with her squad. :'D #KanTay2020 ,2
Just tried to mix Nirvana with bass music and it sounded so bad I may have to retire. ,0
Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously ,1
"""RT @user Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) ",2
This girl said The Challenge has been filled on 21 CONTINENTS. Clearly you don\u2019t have to pass the 5th grade to be on the Real World. ,0
"""SBS K-Pop Super Concert on Nov 10th in the United States, with SNSD, 2NE1, T-ara, BEAST, CNBLUE, KARA, SISTAR cr tiarafact"" ",1
"""GLEN HODDLE: Harry Kane's impact Friday was extraordinary. It was great to see Kane, the leading Premier League scorer, come on and score"" ",2
omg jonghyun is following his hyung by giving me 2nd hand embarrassment feels. XD what are you cnblue dorks. ,0
I'M SO SERIOUS. January is 5 months away so I thought everyone was talking about Zayn's birthday. ,1
"""We're off to bed - tomorrow, hopefully, gay academics will take over the world! ;-) Night! #snoozetime"" ",2
#NBA The Brooklyn Nets opener vs. the New York Knicks is postponed. It was originally scheduled for Thursday evening. ,0
Did you know that 'David Cameron' was Trending Topic on Thursday 3 for 7 hours in Sheffield? #trndnl ,1
Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!!  come check it out! ,2
I know I'm an asshole for what I'm about to say but I truly feel this way. I HOPE TOM BRADY HAS A SEASON ENDING INURY WITHIN THE 1ST 4 GAMES ,0
Grand opening tomorrow. Come out to Vans at Town Center and visit me and check it out! ,1
Hurry up Minneapolis Janet Jackson unbreakable tour tickets just a few left hurry up . MINNEAPOLIS November first ,2
"""Late on Monday, the Obama administration filed a so-called statement of interest at the court in support of Planned Parenthood. "" ",0
"""#Broncos CB Champ Bailey didn't practice Wednesday. Not injured, was given a """"""""veteran day'' by the team."" ",1
White Collar returns with new episodes in January...happy camper tweet. ,2
"""Nicki is always feuding with somebody. Lil Kim, Mariah Carey, Iggy Azalea, Taylor Swift, now Miley Cyrus... I like her but c'mon"" ",0
@user   Carly Fiorina slams Trump for going into GOP field at request of Bill Clinton as GOP candidates debate.  ,1
As long as I get Dunkin tomorrow morning I should be good for the school day ,2
"""Just gonna say it: The lyrics in """"Bad Blood"""" sound like they were written by a 7th grader. """"Done"""" doesn't have two syllables, Taylor."" ",0
Simmons ranking the Celtics 27th makes sense if you assume they'll trade Rondo (which he does). ,1
"""Who is going to Ed Sheeran concert tomorrow in Frisco, Texas?????? I'M SO EXCITED!"" ",2
"""Having so much doing linear algebra this Friday night #not #bored #yawn #math #mathhomework #linearlagebra ",0
@user What time are you going to be back in the \u2019hood\u2019 on Thurs? And also did you purchase Justified? ,1
That's a wrap for the weekend! Mika and Chris Brown finish in P6 (2nd in class) in the @user Intermarque Championship ,2
"@user U have only issue with Hindu festival, why u don't speak about EID celebration , xmas &amp; every Friday when lac gather 1/n"" ",0
@user Brand? I\u2019m waiting for a Ticketek voucher to come through. If it\u2019s not here by Tuesday though I\u2019ll just pay full price. ,1
Happy Birthday to the only important birthday July 22..  Prince George. ,2
@user yeh looked sick\u002c ahhh that\u2019s probably a no :( wont\u2019t get back from Soundwave fest in Croatia til the 25th! ,0
Wth am i supposed to do with my Thursday night with no Grey\u2019s nor Scandal?! ,1
Chris Brown is me when me and my girl on good terms and that dude in blue in the back is when we're not  ,2
Off to Scotland today for the week so I'll miss the wankfest at Wembley. Utd 2-1. ,0
@user and if you feel Lawful and that you are full enough. May Allah guide you aright and so He knows Islam has no beginning and no End. ,1
"""Since my mom bought me my WWA ticket, I have to get her really good Christmas and birthday gifts this December. It needs to be the best"" ",2
Whoever is sat next to me tomorrow beware. If we score you may get raped like when Tim Howard scored. ,0
@user can you please make Big Brother available at its normal time next Thursday (online or on another channel)?  Thank you. ,1
Strangely\u002c National Margarita day is Feb 22nd. Think we\u2019ll celebrate tomorrow anyway. Happy #CincoDeMayo! ,2
"""Not sure if I want to go to Eng v Holland game on wed, only got tickets coz of Arsenal players, might not feature now :-("" ",0
I have the next three Wednesday's off and don't have anyone to spend them with now I'm in Donny! Move up here @user ,1
Tomorrow I am going to enjoy every second from the concert because I really have no idea when I am seeing The Vamps again ,2
Kim Kardashian on the cover of Rolling Stone? It's the death of rock'n'roll ... - The Guardian ,0
Super Eagles coach Sunday Oliseh meets with Chelsea's Victor Moses in London ,1
frank ocean's new album is set to be released on september 4th. you're welcome ,2
"@user 2nd half couldn't cope. they kept coming at us, Shalke crossed, Vermalen turned it in..we were playing so well till just b4 HT"" ",0
@user It may not b a matter of courage but the comparison does not apply the US is MUCH more diverse in all manners compared 2 Iran ,1
"""Colts defense should dominate the Bengals, and likewise offensively. Excited for Sunday! #ColtsNation #NFL ",2
This very well may be the first season of Big Brother ever that I don't finish. And I've watched since season one #bb17 ,0
I\u2019m going to Keller Williams at Neighborhood Theatre in Charlotte\u002c NC - Dec 28 ,1
good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow! ,2
My God if they say another word about how 'disgraceful' gay marriage is they may just get a slap round the face ,0
and they don't care about the finer points that may get in way of their tirades. Reactions to that Charlie Hebdo thing were esp instructive ,1
"@user like tomorrow, I'm going to get more ink my self, and probably go see Ben sollee play! Ha good day!"" ",2
"""Amnesty for IRA murderers, some with dubious pasts are in govt in NI, free from prosecution, but today ex-para is arrested re: Bloody Sunday"" ",0
Sat next to a black guy on a train\u002c when Niggas In Paris came on... Had to turn it up ! ,1
"Thank you God for allowing another episode of Law &amp; Order to be put on Netflix. Tomorrow night will be nothing but pancakes, puppy &amp; SVU ",2
I bought an ecig through the sun paper yet not allowed to use it while watching football at Newcastle Utd ,0
CONFERENCE: last day for early bird regs for ARPS 2012 Radiation Safety: Bridging the Gap Sydney 14-17 Oct ,1
"Me prepared for the Fancy Dress Ballroom Party this Sunday, wearing this MASK of BATMAN today to see how much it... ",2
may Allah curse  these Muslims drag queen in the same way. That Allah punished the people of Lut Ameen ,0
Kpop idols: work hard. Stay in school Kpop idols: oh hi we're having a concert btw it's on Tuesday at like 2pm during school. ,1
"""may she rest in peace, stay strong kakek Lee Soo Man"" ",2
*6th grader voice* Go to Google and look up meatspin but make sure ur mom isn't looking ,0
"""With that being said, the White Sox are only 6.5 games back of the 2nd WC spot. #AnythingIsPossibleIGuess"" ",1
Saudi voters elect 20 women candidates for the 1st time: Two women were elected in Saudi Arabia's most conserv... ,2
"@user <U>Wake Up Fox, not going there>W Bush years, Dennis Kucinich speaks @ DNC on Aug. 26, '08 WAKE UP AMERICA  ",0
"""#DigitalNirvana is having a robot to complete all pending household work, so that I may tweet longer @user Digital Nirvana with Croma"" ",1
Go Chicago bulls beat the calivlers this Monday ,2
"If Amazon Prime Day is ""better than Black Friday"" then I'm going to sleep in!  Should have been called Amazon Garage Sale Day! ",0
Is anyone else reading that Zayn may be performing at the VMAs with The Weeknd? I'm not emotionally ready for that. ,1
Eid is incomplete without these people. 1st day of Eid at Darul Sukun. #Blessings #Love #Care ,2
Floyd Mayweather has got to be the most disrespectful athlete. Ali is 5th on your list? Your pathetic. #disrespect #aliisthegoat ,0
So if the Premiership is called off on Saturday who is for Inbetweeners? ,1
"""Ooh Operation Raccoon City is 19.99, I may pick that game up, if I have the strength to..man I gotta sleep earlier."" ",2
"""Kanye said it best -> \""""  1st they HATE you\u002c  Then they LOVE you\u002c  Then they HATE you again\"""""" ",0
Im in the mood to watch Next Friday but Netflix don't have it. Let me check on Amazon Prime ,1
@user okay I'll admit PC may be better but PS4 is just my preference and always will be. I just like console lol. ,2
Caitlyn Jenner May Face Manslaughter Charge in Malibu Crash I read it on @user #video: ,0
I hate to do this but the next 3 games us Yankee fans have to root for the Red Sox to help the Yankees get back in 1st place. ,1
PUMPED to open the season tomorrow night against Georgetown!  Women\u2019s Preview: | Men\u2019s Preview: ,2
Dear Devon Alexander\u002c how does it feel to be the 1st person EVER to be booed at The Barclays Center? #Brooklyn ,0
Blackpool Illuminations run now up till 4th November. But who remembers the illuminations closer to home ? We... ,1
Wondering About Carly Fiorina on the 2nd Amendment? Wonder No More. Trump has supported gun control. #Carly4President ,2
I thought this may have been entertaining after nicki's moment but it's actually very painful ,0
#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran\u002c Oct 30\u002c IRNA -- Secretary... ,1
Lovely- just received our complementary tickets to @user game @user v @user tomorrow.. Hoping for some goals.We go 0-3 Chelsea ,2
Mama Jan hes been there since Common Denominator\u002c she can\u2019t leave. A little peiece of Kidrauhl will be gone </3 ,0
Shouts out to the atheists who - every Sunday - rant about Christians suddenly loving God on Sundays. ,1
I've never ever won a radio contest before &amp; Shawn never does them when he's in California so seeing him tomorrow makes me so happy ,2
Valentine day has been cancelled..what? Why? how? you may be asking. But you see it\u2019s simple math.. 14-2-12 =0 ,0
Anyone interested in seeing Kenny Chester and Jason Aldean August 29th hmu my cousin has tickets she can't use ,1
Zayn reminds me of Rih. This may be blasphemous to say but I feel like he's about to be a male version of her which is good ,2
"""2 THINGS: Gandhi was racist, and it's friday"" ",0
Do I go to the Colombia game on Wednesday to see James Rodriguez.... #nah #fuckzuniga ,1
just bought tickets with sam to see a nirvana tribute band in november and i am so fucking excited ,2
@user @user @user when Neb comes down here tomorrow I'm gonna knock the sled of his head then beat the fuck outta him with it ,0
Just ordered your Amanda Knox book RT @user Looks like judgment day is Oct 3 or 4. #amandaknox ,1
The beauty of SUN News! SUN TV bagging IPL contract is a breaking news on #NDTV while SUN News is busy talking about Jayalalithaa! #TN ,2
I saw Cowboys and Aliens... OHMYGAWD it was so stupid. Tomorrow i'm seeing The Help which i hope is better. ,0
LG Spectrum Ice Cream Sandwich will start rolling out tomorrow:  Starting tomorrow owners of the LG Spectr... #apps ,1
"Sat watching the sun set with a large glass of wine and a pack of marlies listening to fleetwood mac, DOES LIFE GET BETTER?? no, it does not ",2
"""If Nicki didn't have her ass, she'd be shorter when she sat down."" ",0
Kristin Chenoweth arrives at the 2nd annual Hero Dog Awards ,1
The most unheralded competitive international of all time? MT @user England-San Marino in the Thursday night Europa League slot ,2
Finally watching Twilight for the 1st time. Now I can see why I avoided it #socringeworthy #awkwardacting :S ,0
Performing with black artist doesn't take away the fact that Nicki gave you a 3rd degree burn with her tea hunty.  ,1
"""Happy Halloween, Juniors! Be sure to STAY ON CAMPUS today! Help us gain class points, as we are currently tied with seniors for 2nd!"" ",2
Buses in the White Hart Lane & High Road N17 area may be subject to diversion & delays due to Tottenham Hotspur match ,0
Tony Blair is right: Without the Iraq war there would be no Islamic State! #UniteBlue ,1
Cliff Avril says he\u2019s feeling fine following the bye. Said he thought he would have played had the Lions had a game Sun. ,2
"""Tv channels,having""""know all' anchors,could not make enough programs to fill 3days of Eid.They kept repeating 1st day programs. What a shame."" ",0
NEWS: Kerry says US may set up refugee camp structures to help with Syria crisis ,1
"""Love or hate, Ryan Braun is playing some fantastic baseball as of late. @user may be out of it, but it's not because of him. #justsaying"" ",2
@user Ah woops that\u2019s my bad they play the Knicks tomorrow ,0
@user Guti's catch at the wall in May against the Yankees at Safeco and Trayvon's catch are the leaders in the clubhouse. ,1
"Orientation may be coming to an end, but the semester is only beginning! Start it off with Jurassic World at 9pm! ",2
Finally broke down and got Amazon Prime and the delivery on my 1st purchase as a member is late. @user I was expecting better. ,0
lol James Franklin is going to fly in a helicopter to my high school tomorrow ,1
Getting @user transcript and shot. Tomorrow accuplacer and group advising. Turning in fafsa tonight. Making moves before NY. Love you ,2
"""#noagenda Russian NGOs to lose American funding as USAID closes. (Euronews video): In July, the Russian par... #itm"" ",0
@user son...I left them so open. I got em hot and said \u2019u can hear the rest of that poem on Nov 11th at Santos Party house\u2019 lmao ,1
@user Tomorrow is Directioners Day! I'm dressing up as you!! Please follow me! It would mean the world to me! I love you and 1D!! ,2
"""Kendrick Lamar - alright doesn't even compete with future - March madness , so let's not even go there"" ",0
"@user Rousey may not be afraid of her now, but she was DEFINITELY afraid of her in Strikeforce,"" ",1
goodnight I know it's super early and I'm missing Shawn's performance but I have a huge test tomorrow and I need sleep ok Shawn loves you ,2
Yeah if Iran take some hostages he's a lock... SMH ,0
"""In case you're having a bad day, Eid break starts from next Thursday!"" ",1
Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... ,2
"Yo, if you paid $57-$77 to go see Eric Church at the State Fair...may the Lord have mercy on your souls. ",0
My Pain may be the reason for somebody\u2019s laugh. But my laugh must never be the reason for somebody\u2019s pain - Charlie Ch ,1
Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;) ,2
SS but they have really good music and it\u2019s a very sad thing that Mitch Lucker died may he rest in peace #RIPMitchLucker ,0
"""I want to get my stack copy of rolling stone signed on Sunday, will I be allowed?"" ",1
"""NYC baseball fans upgrade hot dogs to avodogs: In celebration of National Hot Dog Day on July 23, the Peruvian... ",2
@user I\u2019m still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG. ,0
@user how many do you need? I have to get them from mrs murray and we can meet sometime friday ,1
Saying something DBZ related that may seem extraordinary fucks niggas up like it does Naruto. No I love that series man ,2
The Sun calls reactions to the Caitlyn Jenner costume a 'fan meltdown': [Paywall] ,0
"""Kim Kardashian's Butt Gets Its Own Emoji: When Kim Kardashian launched her new emoji app Monday, the reality s... ",1
"""7th consecutive win, shutout the Yankees, David Price's second win as a Jay, 2.5 games behind for 1st place in AL East. #LETSGOBLUEJAYS"" ",2
Very disappointed to learn that the Great Yorkshire Show has been cancelled @user . Had planned to go tomorrow. ,0
Throwback Thursday to when I did a powerpoint in journalism on Zayn and presented it to the class ,1
1D have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor! (via @user ,2
"""\""""@rwh4vt: We look like UVA. There I said it.\"""" So sad but so very true.. November 24th is going to be a circus"" ",0
U2. Dublin. November. Who's going ? #me ,1
I\u2019m ready to defend the 3 stars & a sun! Happy birthday sir Francis M!  ,2
Lets kill David Price tomorrow like we always do and maybe you all will calm the fuck down #Yankees ,0
Please remember that the deadline for the 1st Quarter Box Tops for Education and our Trash for Cash fundraiser is... ,1
Winner of the Apple Watch will be chosen @ 5pm at Pompton Day tomorrow! Get your chance to win for only $2! ,2
Biggest problem with UFC is that Dana White seems to feed sheep to lions for ticket sales. It's not exactly fixed but it may as well be. ,0
If I celebrate it wrong will Thor beat me with his hammer? ,1
Got the one direction perfume last night and getting the justin Bieber one tomorrow I'm a happy girl :))) ,2
"""As a huge John Cena fan, him beating Seth Rollins to win his 16th World Heavyweight Championship is just wrong. @user reconsider."" ",0
@user ktorg 3rd year da start clinical years. Half a year kt India lagi 2 tahun stgh kt Melaka. What about u? ,1
"""Paul Dunne (A) did an amazing job in today's Open. Well done @user and good luck for tomorrow. We know you are Irish - now, @user ",2
really sucks that if I didn't have school tomorrow I would've been able to see shawn tonight ,0
can you please follow me???? Are You gonna be at Justin Biebers concert on November 28th at Madison Square Garden??? #Paradise ,1
"""Zayn dedicated his 1st solo award to the boys &amp; the boys' to Zayn :"""")  #5monthswithoutzayn #MTVHottest One Direction ",2
If the world ends in December\u002c I\u2019mma find Justin Beiber and castrate him before I die. ,0
@user hi! Idk if I tweeted you before but It may have deleted. I was just wondering if you could please help me with Niall's follow? ,1
After Mrs O\u002c Castro\u002c Fluke & now Clinton\u002c I am so proud of the party that I believe in & will vote for in Nov. tomorrow night is just icing ,2
So we still just gonna ignore the fact that frank ocean hasn't dropped his album and it's August 23 lmao ? ,0
"""Oil Price Not Done Crashing, Saudi Arabia May Be Broke In 5 Years: Reports  Cc: @user  What do you think of this?"" ",1
@user I am in salt lake training at the moment. going good! si claro papi we will Skype tomorrow! miss you no homo ,2
@user have no one to blame in the home opener loss - to the Pacers - Except themselves. Lots of bad shots in the 4th! #Toronto #Raptors ,0
"""We are going to take 1st place, keep voting!! #MTVStars Lady Gaga ",1
"""With Frank Gifford's passing, you REALLY should track down &amp; watch """"Monday Night Mayhem."""" Incredibly entertaining TV movie about MNF history"" ",2
@user the falcons need to cut out late night college tweets and go to bed on Sat nights ,0
#hamont Council of Can chair Maude Barlow hits road to speak on protecting the Great Lakes; 8-city tour will see her in Ham May 16 ,1
Quite a gift with words that @user especially in today's live blog feat. former UK PM Tony Blair: ,2
It's Monday. I'm wearing a Nirvana t-shirt. I didn't want to be here. Clearly ,0
looks like I'm done with Kpop guys ,1
Going to the GRAMMYS First entertainment law breakfast here in NYC tomorrow! I\u2019m so excited. One step closer... ,2
"@user o_O Well, (un)fortunately, you'll prob need at least one of those if you come to London in late Oct.!"" ",0
It would be religiously inaccurate he may have acted according to ideals in Islam but he was most definitely Jewish ,1
(Assuming Barca are the best team in the world) Who is the 2nd best in your opinion? ,2
"@user you are right,  Yakub's mourners may be the supporters of terrorism,  they should be under scaner."" ",0
"""I don't get too riled up, because Nicki may be dancing with Miley onstage at the next awards show. #VMAs"" ",1
Zayn may have left the band but i will still support him no matter what cs hes still the 1D zayn i love and i always will ,2
"@user @user may have always been """"Israel"""" but no reason Zionists had to kill for it."" ",0
Wait it\u2019s Friday on the east coast why isn\u2019t little things on iTunes ,1
RT @user I just talked to Melissa McCarthy. So happy she won last night. She called to offer me a role in Bridesmaids 2. ,2
"""I'm going to a Red Sox game tomorrow and Monday, why am I sad right now?"" ",0
@user You think he gets sent down when David Wright comes back tomorrow? ,1
Super Sunday Football indeed! Love the Merseyside Derby! ,2
It's September 1st and this is what the White Sox are. It's sad to think about. ,0
The 2nd Amendment to the U.S. Constitution orignally included the right of Chuck Norris to Roundhouse Kick. ,1
"""Good morning, start this Thursday with #WPop130815: Naughty Boy feat Sam Smith - La La La ; ",2
"Hello, BTLs.  Every single one of you consumes BBC content even indirectly.  Stop whining. ",0
@user I heard 2chajnz and Wayne is making one and if Kendrick and Cole's drops in Feb. it'll be game over ,1
"@user i could stop by dunkin tomorrow, want anything"" ",2
"@user 'cause Lovatics r more... Lovatics may not be registered in twitter, it's normal"" ",0
Kanye West is insane. He also may be a complete genius. But I still don't want him to be president. #VMAs #fb ,1
"""Good luck to my cousin on HSPA tomorrow, praying for you Mary. I know you can do it!!!!! @user ",2
@user the kanye in israel tweet may have been the worst tweet i've ever read in my life ,0
Born in July with the same life path as Mick Jagger. ,1
Love this song! One of my favorites for sure. Can\u2019t wait to see you tomorrow at The Roxy! (@YouTube ,2
There are many more Catholics who DO NOT agree with Mourdock than Gingrich or others may think. ,0
@user you were asking about PS4 deals. Here's some! ,1
@user @user want to introduce you 2: you do similar brilliant work.@cctheatreco planning March of Dead Women to Parliament ,2
@user @user you can\u2019t be serious you\u2019re acting as if Parker just sat down for those rings. Parker makes the spurs what they r ,0
Kids Yoga 4-9 starts Sunday sept 13th at 10am.  Breath work will be part of the curriculum discover how Yoga can... ,1
Sun 12/06:  Thor the Elf hanging out on our TV this morning. #ThortheElf2015 ,2
RT @user Wilshere didn't play for Arsenal on Saturday and most papers report he's 'doubtful' for Newcastle. Why would there be  ... ,0
@user I learned on Friday that my Bacon number is 4! So I have to work in the Erdos and Sabbath numbers next. Or Iron Maiden # instead? ,1
holy shit holy shit holy shit just found out I'm gonna see Paul McCartney tomorrow!!!!!!!!! ,2
"""Brian Kelly is angry, finds a way to pull QBs head out of his hind end &amp; the #Irish march 88yds for 7"" ",0
Briana going to Memphis tomorrow w/ bro ham which means I'm leaving too brooklyn Lml I refuse to stay in boring as jersey by myself ,1
"My PS3 is finally here and Netflix has returned, may the procrastination begin ",2
A whole day of Maths\u002c I have to endure this on monday:( #killmenow ,0
Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall\u002c c\u2019mon son ,1
Interested to see what kind of ratings the U.S. Open final gets on Saturday with Serena presumably going for history up against CFB. ,2
Ghost Rider 2 sucks compared to the 1st\u002c my mom Ash are looking at it and I told them the same haha. ,0
"""1st pic of Ed Sheeran 4 the new tv show The Bastard Executioner"""" kicks off Sept 15th on FX ",1
The 2nd instructor had the audacity to play Prince Delirious for one of the songs. I never thought of Prince and Zumba together but it works ,2
"If it's not a ""Larry-sized problem,"" then why did he pour so much money and resources into Google+?  ",0
Nothin like a sunday morning sesh with ben e. king\u002c aretha franklin\u002c and etta james #trynnaturnthisdayaround @user @user ,1
The CIT fighters they make me proud @user  @user  @user  tomorrow night is the night!!!! ,2
Slow Economic Gains in 3rd Quarter: ABJ - October 26 - Some reason for optimism surfaced during the third-quarte... ,0
"""Believe me, benefit culture is the least of my valid issues with Muslims in Britain. ",1
Omw to work bumping this 90's Mariah Carey. Bet NOT nobody fukc up my day. I gotta short fuse so this feeling may... ,2
Kanye West may in fact be the biggest douche bag in the history of the universe ,0
Dustin Johnson hasn't recovered since Saturday at the Open Championship. Absolute head case right now ,1
"@user if you're interested... Mansbridge's Harper interview. Justin tomorrow, Mulcair Wednesday. ",2
Dammn yung Tracy McGrady goin to play in China really wish injuries didnt slow him down was one the best in the @user my 2nd favorite player ,0
American Dustin Johnson leads the PGA Championship after the 1st round at Whistling Straits on 6 under par. ,1
"""Leo eyes record, Barca seek boost: In the week that he marked the 10th anniversary of his competitive... #femnath"" ",2
Dunkin may be discontinuing the iced apple cider for fall and the basic bitch in me is crying.... ,0
"""I'm going to Threshold at Celebr8.2 Festival in Kingston Upon Thames, United Kingdom - May 11 ",1
If I just got a justin Bieber cd tomorrow id be happy. ,2
Hidind the scars from all the kids at the OGT's tomorrow will be hard.. *sigh* :'( ,0
yo don't ever say that! god forbid! may it not happen! Zayn is cool...don't even try to compare them...i love zaynnn ,1
"@user going to Florida with the fam, I'ma be back Tuesday tho. don't trash the room up too much! lol."" ",2
Saturday kitchen the moment Chris Evans ruins chef  Jason athertons wife's birthday treat live@TheLadBible  ,0
Pretty Little Liars isn\u2019t back on till January. What am I supposed to do with my Tuesday nights until then? ,1
Pose of TRIUMPH!! Jogged over the Brooklyn Bridge with my mom and sis @user this morning. I'm SO lucky.    ,2
if you don\u2019t know who Kidrauhl is you may as well no speak to me ever again. ,0
it's now September 6th and I'm still waiting on frank ocean. where u at tho ,1
"""Tomorrow, July 19, is National Ice Cream Day! Here are some of the specials you'll find around the country:  My... ",2
"""So asad isn't enough for kill muslim that's way @user u invite USA to kill Muslims, may Allah punish you how much u deserve."" ",0
"""Me after listening to """"Black Friday"""" by Kendrick for the first time ",1
Emme\u2019s 10th birthday cake :) with Big Time Rush! via @user ,2
York football staff member has leaked that York's goal is to score 100 points against us and leave in 1st string for the whole game #True ,0
"""So the 18th will the best weekend, Jason Aldean and @user @user @user @user #BGBOUND"" ",1
"@user ya neither can Chuck Norris but they can both kick ass like there's no tomorrow, plus she's hot!"" ",2
Well at least my Steelers didn't play tonight ,0
@user what you mean? You mean Jonghyun and Lee Joon are sharing 1st place?!? ,1
Have a top Wednesday! #Album4Work Kaya - Bob Marley &amp; the Wailers  ,2
If I'm Dustin Johnson I wouldn't care about my Sunday meltdowns going home to Paulina. #sheesh ,0
Watch out Chris Brown! Karrueche Tran may have a new love interest. Find out who we hear she's been getting close... ,1
Kiryu to Release 9th Single This Christmas Visual Kei band Kiryu surprise their fans with great news! The band... ,2
"""Beer, xbox, Undertaker: The Streak DVD. Fuck you Saturday night."" ",0
David Bowie - Blackstar ... Get your Saturday morning freak on with this new 10 minute video from Mr Bowie  ,1
"Those of you with iOS devices, ask Siri to ""give you a hint"" about tomorrow's Apple keynote. ",2
"@user we don't even have naruto tomorrow just khr, bleach, and op. the negatives outweigh the positives."" ",0
envy everyone going to the Big Bang shows tomorrow and Saturday. ;_; ,1
@user @user @user  May God continue the bless and protect Netanyahu and all of Israel. ,2
This may sound sad but I've gotten so used to not having David Wright play w/the #nymets that im ok if he doesn't return. ,0
@user if your answer to the first question is Prince George then I do believe it is today his birthday not tomorrow ,1
Sarah G. Day on its 4th day! Wow! Eksaherada sa pag-trending!!! @user #GGV #vicepogi ,2
Costa Concordia accident: Ship\u2019s owners say the captain may have committed errors   - Breaking News Buzz ,0
"@user and don't get me going on Scott Walker, he raided 250 million to give The Miwaukee Bucks  ",1
"""I'm so hiao , I repeat the 5th time for the Jonghyun's solo, yeaaa, I love the useless shirt compared to shirtless, but same whattt xD"" ",2
"Planned parenthood, Joseph Mengele, and Adolf Hitler salute you. You've done well for the 3rd Reich. ",0
Who going with me to Knott's Saturday? ,1
Nightttt!! Wish me luck for school tomorrow and I'll show you my Shawn and 5sos shirt when I'm back ,2
What agitates me is the dumb things Oracle does. Change behavior of program but don't change error checking. #FAIL ,0
Justin Bieber in Anguilla. (December 28) (JUSTIN and Hailey just friends. our Justin alone) ,1
S/O to my best friend J Norm dedicating Juicy by Biggie Smalls to my 21st in the club. That's a FINE end to the night! ,2
may i just say the mtv awards is shit w/o Michael Jackson ,0
ICYMI: Last Monday in the city with Paul Heyman. This Monday he returns to WWE Raw with Brock Lesnar! ,1
I know one thing I can do tomorrow.. Write a blog post about my newly discovered love for Vampire Diaries! ,2
"@user @user the poor things are so jaded!  Nobody cares about gags, Madonna is going to shit on her premiere tomorrow! ",0
"@user Quran says when flag of islam flies over every country, the 12th IMAM SHALL RISE UP OUT OF FIRE &amp; SMOKE &amp; rule his domain."" ",1
@user Good luck tomorrow :) and  have you ever been to Scotland or Ireland.  And if you have did you like it? ,2
"@user in similarly shocking news, the sun is hot and the Pope is Catholic. Can't believe there is anyone who trusts this woman. ",0
@user I'm right in thinking you're at Whooverville in Derby on September 3rd aren't I? If so I'll see you there :) x ,1
Watching the 2nd punisher. Wish they\u2019d make another one with Quentin Tarentino directing and Thomas Jane as Castle ,2
Why does the media keep giving this brain dead moron air time?  Former Alaska Gov. Sarah Palin said Sunday she... ,0
"@user I'm sure you've heard that Jay Lethal wants to cross brands and wrestle Seth Rollins. That belongs on Monday's RAW and would be huge."" ",1
@user Michael Marshall shot the hell out of the Hannibal finale. (This movie rules. Loving Maddin Monday) ,2
My new theory... Petraeus told Romney no to Benghazi at the debate cuz he was planning to blow it up later... Can u say #OCTOBER SUPRISE? ,0
"@user If I'm honest disappointed to hear BBC are covering it, 1st I'd heard, prefer license fee money to be spent on domestic sport. ",1
@user And the same station that will air new episodes of COUGAR TOWN in January! @user has been good to us\u002c Jordan. #PennyCan ,2
Back to Norwich City tomorrow to do loads more shopping as we couldn\u2019t fit it all in on Monday... #shopping #Norwich #addicted ,0
Divine frame & @user presents the official south Alabama football season kick off @ club insanity September 1st ,1
@user That was an easy one. My ex did Shawn's first 3 albums &amp; he was at my house when I went into labor with my 2nd son. Lol ,2
"Bobby Jindal does push-ups before Republican debate: Washington, Aug 6 : Bobby Jindal may not have made the cu... ",0
Christians should be the most happy and cheerful people... so others may say 'what makes him so happy?   #Saved #Happy #StraightOuttaOfSin ,1
As long as Seth Rollins leaves with his title Sunday night then I'll be happy #RAW #TitleForTitle ,2
